revision,training_step,prompt_id,problem_id,candidate_margin,pair_correct
step0,0,lexical_000_clean,0,0.5126953125,True
step0,0,lexical_001_clean,1,1.322265625,True
step0,0,lexical_003_clean,3,-2.296875,False
step0,0,lexical_004_clean,4,0.17431640625,True
step0,0,lexical_005_clean,5,-0.14453125,False
step0,0,lexical_006_clean,6,-0.11669921875,False
step0,0,lexical_008_clean,8,2.421875,True
step0,0,lexical_009_clean,9,-0.765625,False
step0,0,lexical_010_clean,10,-1.544921875,False
step0,0,lexical_011_clean,11,0.72509765625,True
step0,0,lexical_012_clean,12,-0.5400390625,False
step0,0,lexical_013_clean,13,0.833984375,True
step0,0,lexical_014_clean,14,0.85888671875,True
step0,0,lexical_015_clean,15,-2.056640625,False
step0,0,lexical_016_clean,16,-0.0198974609375,False
step0,0,lexical_018_clean,18,-0.9111328125,False
step0,0,lexical_019_clean,19,0.20947265625,True
step0,0,lexical_020_clean,20,0.1865234375,True
step0,0,lexical_021_clean,21,-0.36083984375,False
step0,0,lexical_022_clean,22,0.8271484375,True
step0,0,lexical_023_clean,23,-0.826171875,False
step0,0,lexical_024_clean,24,-0.41455078125,False
step0,0,lexical_025_clean,25,0.08349609375,True
step0,0,lexical_026_clean,26,-0.1353759765625,False
step0,0,lexical_028_clean,28,0.35791015625,True
step0,0,lexical_029_clean,29,-0.045654296875,False
step0,0,lexical_031_clean,31,-1.8369140625,False
step0,0,lexical_033_clean,33,1.904296875,True
step0,0,lexical_034_clean,34,0.305419921875,True
step0,0,lexical_035_clean,35,0.209716796875,True
step0,0,lexical_036_clean,36,-0.4306640625,False
step0,0,lexical_037_clean,37,0.80126953125,True
step0,0,lexical_038_clean,38,-1.7353515625,False
step0,0,lexical_039_clean,39,1.8916015625,True
step0,0,lexical_040_clean,40,-0.2191162109375,False
step0,0,lexical_041_clean,41,0.5576171875,True
step0,0,lexical_042_clean,42,-0.448974609375,False
step0,0,lexical_043_clean,43,-0.673828125,False
step0,0,lexical_046_clean,46,0.56591796875,True
step0,0,lexical_047_clean,47,-0.1695556640625,False
step0,0,lexical_048_clean,48,0.09912109375,True
step0,0,lexical_049_clean,49,-0.2261962890625,False
step0,0,lexical_050_clean,50,1.537109375,True
step0,0,lexical_052_clean,52,-0.73046875,False
step0,0,lexical_053_clean,53,0.9716796875,True
step0,0,lexical_054_clean,54,-0.552734375,False
step0,0,lexical_055_clean,55,-0.73681640625,False
step0,0,lexical_057_clean,57,2.1953125,True
step0,0,lexical_059_clean,59,-0.9697265625,False
step0,0,lexical_060_clean,60,-0.55810546875,False
step0,0,lexical_061_clean,61,-0.65966796875,False
step0,0,lexical_062_clean,62,1.169921875,True
step0,0,lexical_063_clean,63,1.65625,True
step128,128,lexical_000_clean,0,-0.5068359375,False
step128,128,lexical_001_clean,1,2.310546875,True
step128,128,lexical_003_clean,3,-0.5888671875,False
step128,128,lexical_004_clean,4,-0.59521484375,False
step128,128,lexical_005_clean,5,1.9208984375,True
step128,128,lexical_006_clean,6,0.1326904296875,True
step128,128,lexical_008_clean,8,1.791015625,True
step128,128,lexical_009_clean,9,-0.833984375,False
step128,128,lexical_010_clean,10,-0.625,False
step128,128,lexical_011_clean,11,-0.85009765625,False
step128,128,lexical_012_clean,12,-0.876953125,False
step128,128,lexical_013_clean,13,-1.3916015625,False
step128,128,lexical_014_clean,14,0.95458984375,True
step128,128,lexical_015_clean,15,0.7099609375,True
step128,128,lexical_016_clean,16,0.1650390625,True
step128,128,lexical_018_clean,18,-1.083984375,False
step128,128,lexical_019_clean,19,-2.46484375,False
step128,128,lexical_020_clean,20,-0.70947265625,False
step128,128,lexical_021_clean,21,-0.837890625,False
step128,128,lexical_022_clean,22,1.044921875,True
step128,128,lexical_023_clean,23,-0.326171875,False
step128,128,lexical_024_clean,24,1.095703125,True
step128,128,lexical_025_clean,25,-1.666015625,False
step128,128,lexical_026_clean,26,0.8173828125,True
step128,128,lexical_028_clean,28,0.08984375,True
step128,128,lexical_029_clean,29,2.58984375,True
step128,128,lexical_031_clean,31,-1.45703125,False
step128,128,lexical_033_clean,33,0.8662109375,True
step128,128,lexical_034_clean,34,0.421142578125,True
step128,128,lexical_035_clean,35,0.01763916015625,True
step128,128,lexical_036_clean,36,1.0986328125,True
step128,128,lexical_037_clean,37,-0.751953125,False
step128,128,lexical_038_clean,38,1.1953125,True
step128,128,lexical_039_clean,39,0.36962890625,True
step128,128,lexical_040_clean,40,0.39892578125,True
step128,128,lexical_041_clean,41,-0.1875,False
step128,128,lexical_042_clean,42,-1.23828125,False
step128,128,lexical_043_clean,43,0.9921875,True
step128,128,lexical_046_clean,46,-0.7919921875,False
step128,128,lexical_047_clean,47,0.291015625,True
step128,128,lexical_048_clean,48,-1.14453125,False
step128,128,lexical_049_clean,49,-2.025390625,False
step128,128,lexical_050_clean,50,1.5927734375,True
step128,128,lexical_052_clean,52,0.70947265625,True
step128,128,lexical_053_clean,53,-1.0048828125,False
step128,128,lexical_054_clean,54,1.2138671875,True
step128,128,lexical_055_clean,55,-1.810546875,False
step128,128,lexical_057_clean,57,1.572265625,True
step128,128,lexical_059_clean,59,-0.837890625,False
